Compounds	Object ID	InChI-Key	SMILES	
levopimaradiene	CPD-8695	InChIKey=ASPVQUYRFYUDSC-CMKODMSKSA-N	CC(C)C1(=CC[CH]2(C3(CCCC(C)(C)[CH](CCC(=C1)2)3)C))	
neoabietadiene	CPD-8696	InChIKey=MRRHSEMHYVQUFK-NKUTVCTDSA-N	CC(=C3(CC[CH]2(C1(C(C(CCC1)(C)C)CCC2=C3)C)))C	
palustradiene	CPD-8697	InChIKey=KEQXEEMBFONZBL-ROPPNANJSA-N	CC(C3(CCC2(C1(C(C(CCC1)(C)C)CCC=2C=3)C)))C	
(+)-isopimara-7,15-diene	CPD-8699	InChIKey=VCOVNILQQQZROK-QGZVKYPTSA-N	C=CC1(C)(CC2(=CC[CH]3(C(C)(C)CCCC(C)([CH](CC1)2)3)))	
longifolene	CPD-8701	InChIKey=PDSNLYSELAIEBU-UHFFFAOYSA-N	C=C3(C1(C2(CCC(C(C(CCC1)(C)C)2)3))C)	
9&alpha;-copalyl diphosphate	CPD-8719	InChIKey=JCAIWDXKLCEQEO-HZEYQZKKSA-K	CC(=CCOP([O-])(=O)OP([O-])([O-])=O)CC[CH]1(C2(CCCC(C)(C)[CH](CCC(=C)1)2)C)	
dehydroabietadiene	CPD-8721	InChIKey=QUUCYKKMFLJLFS-ROPPNANJSA-N	CC(C3(=CC=C2(C1(C(C(CCC1)(C)C)CCC2=C3)C)))C	
(<i>E,E</i>)-geranyllinalool	CPD-8848	InChIKey=IQDXAJNQKSIPGB-HQSZAHFGSA-N	C=CC(CCC=C(CCC=C(CCC=C(C)C)C)C)(C)O	
10&beta;,14&beta;-dihydroxytaxa-4(20),11-dien-5&alpha;-yl acetate	CPD-9194	InChIKey=KHXOPJUQEGBFTQ-UTICLMQXSA-N	CC1(CC(O)C2(CC3(C(=C)C(CCC(C)(CC(O)C=1C(C)(C)2)3)OC(C)=O)))	
9&beta;-stemod-13(17)-ene	CPD-9907	InChIKey=GNNRCBBKCVNPSC-VDWQKOAOSA-N	C=C1(CCC23([CH](CC1C2)CC[CH]4(C(C)(C)CCCC34C)))	
<i>ent</i>-pimara--9(11),15-diene	CPD-9919	InChIKey=NIRMOOCHGJGPKG-RKOGWWSCSA-N	C=CC1(C)(C[CH]2(C(=CC1)C3(CCCC(C)(C)[CH](CC2)3)(C)))	
viguiepinol	CPD-9920	InChIKey=HPFBDDHVNYWUGF-MFMLGXQFSA-N	C=CC1(C)(C[CH]2(C(=CC1)C3(CCC(O)C(C)(C)[CH](CC2)3)(C)))	
<i>ent</i>-kaurene	CPD1F-128	InChIKey=ONVABDHFQKWOSV-DSKYCDPRSA-N	C=C4(C1(CC2(CCC3(C(CCCC(C(CC1)2)3C)(C)C))C4))	
<i>ent</i>-kaur-16-en-19-oate	CPD1F-132	InChIKey=NIKHGUQULKYIGE-OTCXFQBHSA-M	C=C4(C3(CCC2(C1(CCCC(C1CCC2(C3)C4)(C)C([O-])=O)C)))	
<i>ent</i>-7&alpha;-hydroxykaur-16-en-19-oate	CPD1F-136	InChIKey=KMLXVEXJZSTMBV-YDIYEOSVSA-M	C=C4(C3(CCC2(C1(CCCC(C1CC(C2(C3)C4)O)(C)C([O-])=O)C)))	
(-)-<i>ent</i>-copalyl diphosphate	ENT-COPALYL-DIPHOSPHATE	InChIKey=JCAIWDXKLCEQEO-PGHZQYBFSA-K	CC(=CCOP([O-])(=O)OP([O-])([O-])=O)CC[CH]1(C2(CCCC(C)(C)[CH](CCC(=C)1)2)C)	
phytyl diphosphate	PHYTYL-PYROPHOSPHATE	InChIKey=ITPLBNCCPZSWEU-PYDDKJGSSA-K	CC(CCCC(CCCC(CCCC(=CCOP([O-])(=O)OP([O-])(=O)[O-])C)C)C)C	
taxa-4,11-diene	TAXA-411-DIENE	InChIKey=FRJSECSOXKQMOD-HQRMLTQVSA-N	CC1(=CCCC2(C)(CCC3(=C(C)CCC(CC12)C(C)(C)3)))	
terpentecin	CPD-10115	InChIKey=ISTOHHFNKVUOKP-HYPWIQCWSA-N	CC3(C2(C)(C(=O)C(O)C(C)C(C)(CC(O)C1(C(=O)C=O)(CO1))C2CCC=3))	
phytocassane B	CPD-16671	InChIKey=XFRCVLKGZMPUFQ-PSPRLOHTSA-N	C=CC1(C(C)C3(C(C(C=1)=O)C2(C)(C(C(C(C(C)(C)C2CC3)O)O)O)))	
phytocassane C	CPD-16672	InChIKey=YQESGDRIAQDEQE-BIBOGCLSSA-N	C=CC1(C(C)C3(C(C(C=1)=O)C2(C)(C(CC(C(C)(C)C2CC3)O)O)))	
phytocassane D	CPD-16673	InChIKey=DGUIKAVSMBLZCL-GEHIRNOFSA-N	C=CC1(C(C)C3(C(C(C=1)=O)C2(CC(C(C(C)(C)C2CC3)O)=O)(C)))	
phytocassane E	CPD-16674	InChIKey=MMRGGLJWHXYKLZ-PJBRPCELSA-N	C=CC3(C(C)C2(C(C1(C(CC(C(C1CC2)(C)C)=O)O)(C))C(C=3)=O))	
phytocassane A	CPD-7094	InChIKey=XVEOIKIXOSKAFL-FTDAHRIDSA-N	C=CC3(C(C)C2(C(C1(CC(O)C(C(C1CC2)(C)C)=O)(C))C(C=3)=O))	
13-<i>cis</i>-retinal	CPD-13525	InChIKey=NCYCYZXNIZJOKI-HWCYFHEPSA-N	CC(=CC=CC(C)=C[CH]=O)C=CC1(=C(C)CCCC1(C)C)	
9-<i>cis</i>-retinal	CPD-13536	InChIKey=NCYCYZXNIZJOKI-BOOMUCAASA-N	CC(=CC=CC(C)=C[CH]=O)C=CC1(=C(C)CCCC1(C)C)	
11-<i>cis</i>-3,4-didehydroretinal	CPD-14330	InChIKey=QHNVWXUULMZJKD-IOUUIBBYSA-N	CC(C=CC1(=C(C=CCC1(C)C)C))=CC=CC(=CC=O)C	
(4<i>R</i>)-4-hydroxy-11-<i>cis</i>-retinal	CPD-14331	InChIKey=CQQHREZJJCEPAW-BPYOLVTBSA-N	CC(C=CC1(=C(C(C)CCC1(C)C)C))=CC=CC(=CC=O)C	
11-<i>cis</i>-retinal	CPD-881	InChIKey=NCYCYZXNIZJOKI-IOUUIBBYSA-N	CC(C=CC1(=C(CCCC1(C)C)C))=CC=CC(=CC=O)C	
(3<i>S</i>)-11-<i>cis</i>-3-hydroxyretinal	CPD-14328	InChIKey=QPRQNCDEPWLQRO-GQSKFBJNSA-N	CC(C=CC1(=C(CC(O)CC1(C)C)C))=CC=CC(=CC=O)C	
(3<i>R</i>)-11-<i>cis</i>-3-hydroxyretinal	CPD-14329	InChIKey=QPRQNCDEPWLQRO-NIKQCJNBSA-N	CC(C=CC1(=C(CC(O)CC1(C)C)C))=CC=CC(=CC=O)C	
(3<i>R</i>)-<i>all-trans</i>-3-hydroxyretinal	CPD-14334	InChIKey=QPRQNCDEPWLQRO-ZCEAMUHZSA-N	CC(C=CC1(C(C)(C)CC(O)CC(C)=1))=CC=CC(C)=CC=O	
(3<i>S</i>)-<i>all-trans</i>-3-hydroxyretinal	CPD-14335	InChIKey=QPRQNCDEPWLQRO-IRVDFSNZSA-N	CC(C=CC1(C(C)(C)CC(O)CC(C)=1))=CC=CC(C)=CC=O	
<i>all-trans</i>-retinol	CPD-13524	InChIKey=FPIPGXGPPPQFEQ-OVSJKPMPSA-N	CC(=CC=CC(C)=CCO)C=CC1(=C(C)CCCC(C)(C)1)	
9-<i>cis</i>-retinol	CPD-13538	InChIKey=FPIPGXGPPPQFEQ-BOOMUCAASA-N	CC(=CC=CC(C)=CCO)C=CC1(=C(C)CCCC(C)(C)1)	
13-<i>cis</i>-retinol	CPD-13550	InChIKey=FPIPGXGPPPQFEQ-HWCYFHEPSA-N	CC(C=CC1(C(C)(C)CCCC=1C))=CC=CC(=CCO)C	
11-<i>cis</i>-retinol	CPD-882	InChIKey=FPIPGXGPPPQFEQ-IOUUIBBYSA-N	CC(C=CC1(=C(CCCC(C)(C)1)C))=CC=CC(=CCO)C	
(3<i>R</i>)-11-<i>cis</i>-3-hydroxyretinol	CPD-14339	InChIKey=OBODKGDXEIUEIH-NIKQCJNBSA-N	CC(C=CC1(=C(CC(O)CC1(C)C)C))=CC=CC(=CCO)C	
(3<i>S</i>)-11-<i>cis</i>-3-hydroxyretinol	CPD-14340	InChIKey=OBODKGDXEIUEIH-GQSKFBJNSA-N	CC(C=CC1(=C(CC(O)CC1(C)C)C))=CC=CC(=CCO)C	
(3<i>R</i>)-<i>all-trans</i>-3-hydroxyretinol	CPD-14337	InChIKey=OBODKGDXEIUEIH-ZCEAMUHZSA-N	CC(C=CC1(C(C)(C)CC(O)CC(C)=1))=CC=CC(C)=CCO	
(3<i>S</i>)-<i>all-trans</i>-3-hydroxyretinol	CPD-14338	InChIKey=OBODKGDXEIUEIH-IRVDFSNZSA-N	CC(C=CC1(C(C)(C)CC(O)CC(C)=1))=CC=CC(C)=CCO	
isoprene	CPD-9436	InChIKey=RRHGJUQNOFWUDK-UHFFFAOYSA-N	C=CC(=C)C	
(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene	CPD-8844	InChIKey=LUKZREJJLWEWQM-YRNVUSSQSA-N	C=CC=C(CCC=C(C)C)C	
4,8,12-trimethyl-1,3,7,11-tridecatetraene	CPD-8846	InChIKey=CWLVBFJCJXHUCF-RNPYNJAESA-N	C=CC=C(CCC=C(CCC=C(C)C)C)C	
<I>p</I>-cymene	CPD-1001	InChIKey=HFPZCAJZSCWRBC-UHFFFAOYSA-N	CC(C1(C=CC(C)=CC=1))C	
(-)-isopiperitenone	CPD-1090	InChIKey=SEZLYIWMVRUIKT-SECBINFHSA-N	C=C(C1(CCC(=CC1=O)C))C	
menthene	CPD-12466	InChIKey=FAMJUFMHYAFYNU-SNVBAGLBSA-N	CC(C1(CC=C(C)CC1))C	
swertiamarin	CPD-13045	InChIKey=HEYZWPRKKUGDCR-KKWLQRDKSA-N	C=CC2(C1(O)(C(C(=O)OCC1)=COC2OC3(OC(CO)C(O)C(O)C(O)3)))	
<i>trans</i>-permethrin	CPD-13112	InChIKey=RLLPVAHGXHCWKJ-PKOBYXMFSA-N	CC3(C)(C(C(=O)OCC1(C=CC=C(C=1)OC2(C=CC=CC=2)))C(C=C(Cl)Cl)3)	
<i>cis</i>-permethrin	CPD-13115	InChIKey=RLLPVAHGXHCWKJ-IEBWSBKVSA-N	CC3(C)(C(C(=O)OCC1(C=CC=C(C=1)OC2(C=CC=CC=2)))C(C=C(Cl)Cl)3)	
2-<i>exo</i>-hydroxy-1,8-cineole	CPD-14130	InChIKey=YVCUGZBVCHODNB-DXEWVWIPSA-N	CC1(OC2(C)(C(O)CC1CC2))(C)	
2-<i>endo</i>-hydroxy-1,8-cineole	CPD-14132	InChIKey=YVCUGZBVCHODNB-JDOFKEMOSA-N	CC1(OC2(C)(C(O)CC1CC2))(C)	
iridotrial	CPD-16440	InChIKey=VWIYAPDYXJYDDI-JZKKDOLYSA-N	CC1(CC[CH]2(C(=COC(O)[CH]12)C=O))	
1,8-cineole	CPD-4261	InChIKey=WEEGYLXZBRQIMU-GDGYMVOYSA-N	CC1(OC2(C)(CCC1CC2))(C)	
&beta;-myrcene	CPD-4888	InChIKey=UAHWPYUMFXYFJY-UHFFFAOYSA-N	C=CC(CCC=C(C)C)=C	
(<i>E</i>)-&beta;-ocimene	CPD-4889	InChIKey=IHPKGUQCSIINRJ-CSKARUKUSA-N	C=CC(=CCC=C(C)C)C	
terpinolene	CPD-4890	InChIKey=MOYAFQVGZZPNRA-UHFFFAOYSA-N	CC(=C1(CCC(=CC1)C))C	
&alpha;-thujene	CPD-4894	InChIKey=KQAZVFVOEIRWHN-RGURZIINSA-N	CC(C12(CC=C(C1C2)C))C	
(+)-2-carene	CPD-4901	InChIKey=IBVJWOMJGCHRRW-BDAKNGLRSA-N	CC2(CCC1(C(C)(C)C1C=2))	
tricyclene	CPD-4902	InChIKey=RRBYUSWBLVXTQN-JYCPTSIYSA-N	CC1(C)(C3(C)(C2(C(CC1C2)3)))	
(<i>Z</i>)-&beta;-ocimene	CPD-4903	InChIKey=IHPKGUQCSIINRJ-NTMALXAHSA-N	C=CC(=CCC=C(C)C)C	
(-)-camphene	CPD-4921	InChIKey=CRPUJAZIXJMDBK-BDAKNGLRSA-N	C=C1(C2(CCC(C1(C)C)C2))	
(+)-<i>cis</i>-isopulegone	CPD-4941	InChIKey=RMIANEGNSBUGDJ-RKDXNWHRSA-N	C=C(C1(CCC(CC1=O)C))C	
(+)-pulegone	CPD-4942	InChIKey=NZGWDASTMWDZIW-MRVPVSSYSA-N	CC(=C1(CCC(CC1=O)C))C	
(+)-menthofuran	CPD-4981	InChIKey=YGWKXXYGDYYFJU-SSDOTTSWSA-N	CC1(CCC2(=C(C1)OC=C2C))	
&alpha;-terpinene	CPD-8735	InChIKey=YHQGMYUVUMAZJR-UHFFFAOYSA-N	CC(C1(=CC=C(CC1)C))C	
&gamma;-terpinene	CPD-8736	InChIKey=YKFLAYDHMOASIY-UHFFFAOYSA-N	CC(C1(=CCC(=CC1)C))C	
(+)-camphene	CPD-8767	InChIKey=CRPUJAZIXJMDBK-DTWKUNHWSA-N	C=C1(C(C)(C)C2(CC1CC2))	
(-)-2-carene	CPD-8771	InChIKey=IBVJWOMJGCHRRW-DTWKUNHWSA-N	CC2(CCC1(C(C)(C)C1C=2))	
7-deoxyloganetate	CPD-9980	InChIKey=DKGYTSKPMLWLEI-FIZOKRMRSA-M	CC1(CC[CH]2(C(=COC(O)[CH]12)C(=O)[O-]))	
camptothecin	CPD-11776	InChIKey=VSJKWCGYPAHWDS-FQEVSTJZSA-N	CCC1(O)(C(=O)OCC2(=C1C=C3(N(C(=O)2)CC4(C3=NC5(=C(C=4)C=CC=C5)))))	
(1R,4S)-1-hydroxymenth-8-en-2-one	CPD-10057	InChIKey=JEQLRDRDFLXSHY-SCZZXKLOSA-N	C=C(C1(CCC(O)(C)C(=O)C1))C	
(1S,4R)-1-hydroxymenth-8-en-2-one	CPD-10058	InChIKey=JEQLRDRDFLXSHY-WCBMZHEXSA-N	C=C(C1(CCC(O)(C)C(=O)C1))C	
(+)-3-carene	CPD-8756	InChIKey=BQOFWKZOCNGFEC-BDAKNGLRSA-N	CC2(=CCC1(C(C)(C)C1C2))	
(-)-3-carene	CPD-8765	InChIKey=BQOFWKZOCNGFEC-DTWKUNHWSA-N	CC2(=CCC1(C(C)(C)C1C2))	
(-)-sabinene	CPD-14012	InChIKey=NDVASEGYNIMXJL-UWVGGRQHSA-N	CC(C)C12([CH](C1)C(=C)CC2)	
(1R,5R)-sabinene	CPD-14013	InChIKey=NDVASEGYNIMXJL-NXEZZACHSA-N	CC(C)C12([CH](C1)C(=C)CC2)	
<i>S</i>-(+)-carvone	CPD-10037	InChIKey=ULDHMXUKGWMISQ-VIFPVBQESA-N	C=C(C1(CC(C(=CC1)C)=O))C	
<i>R</i>-(-)-carvone	CPD-1089	InChIKey=ULDHMXUKGWMISQ-SECBINFHSA-N	C=C(C1(CC(C(=CC1)C)=O))C	
(+)-(1S,4R)-limonene-1,2- epoxide	CPD-10139	InChIKey=CCEFMUBVSUDRLG-MGRQHWMJSA-N	C=C(C1(CCC2(C(C1)O2)(C)))C	
(+)-(1R,4R)-limonene-1,2- epoxide	CPD-10140	InChIKey=CCEFMUBVSUDRLG-KXUCPTDWSA-N	C=C(C1(CCC2(C(C1)O2)(C)))C	
(-)-(1S,4S)-limonene-1,2- epoxide	CPD-10141	InChIKey=CCEFMUBVSUDRLG-QIIDTADFSA-N	C=C(C1(CCC2(C(C1)O2)(C)))C	
(-)-(1R,4S)-limonene-1,2- epoxide	CPD-10142	InChIKey=CCEFMUBVSUDRLG-LPEHRKFASA-N	C=C(C1(CCC2(C(C1)O2)(C)))C	
(4<i>S</i>)-limonene	CPD-4886	InChIKey=XMGQYMWWDOXHJM-SNVBAGLBSA-N	C=C(C1(CCC(=CC1)C))C	
(<i>4R</i>)-limonene	CPD-8785	InChIKey=XMGQYMWWDOXHJM-JTQLQIEISA-N	C=C(C)C1(CC=C(C)CC1)	
(+)-menthone	CPD-10102	InChIKey=NFLGAXVYCFJBMK-DTWKUNHWSA-N	CC(C1(CCC(CC1=O)C))C	
(-)-menthone	CPD-1909	InChIKey=NFLGAXVYCFJBMK-BDAKNGLRSA-N	CC(C1(CCC(CC1=O)C))C	
(+)-isomenthone	CPD-4943	InChIKey=NFLGAXVYCFJBMK-RKDXNWHRSA-N	CC(C1(CCC(CC1=O)C))C	
(-)-&beta;-pinene	CPD-4891	InChIKey=WTARULDDTDQWMU-IUCAKERBSA-N	C=C1(CCC2(CC1C2(C)C))	
(+)-&beta;-pinene	CPD-8755	InChIKey=WTARULDDTDQWMU-RKDXNWHRSA-N	C=C1(CCC2(CC1C2(C)C))	
(-)-&alpha;-pinene	CPD-4892	InChIKey=GRWFGVWFFZKLTI-IUCAKERBSA-N	CC1(=CCC2(CC1C2(C)C))	
(+)-&alpha;-pinene	CPD-8754	InChIKey=GRWFGVWFFZKLTI-RKDXNWHRSA-N	CC1(=CCC2(CC1C2(C)C))	
PR-toxin	CPD-13303	InChIKey=GSPFUBNBRPVALJ-UAAVFWQKSA-N	CC3(C(OC(=O)C)C4(OC(C2(C(C)(CC1(OC(C)(C=O)1)C(=O)C=2)3))4))	
(+)-<i>epi</i>-&beta;-santalene	+-epi-beta-santalene	InChIKey=PGBNIHXXFQBCPU-UHFFFAOYSA-N	CC(C)=CCCC1(C)(C(=C)C2(CCC1C2))	
(-)-&beta;-santalene	--beta-santalene	InChIKey=PGBNIHXXFQBCPU-UHFFFAOYSA-N	CC(C)=CCCC1(C)(C(=C)C2(CC1CC2))	
aristolochene	ARISTOLOCHENE	InChIKey=YONHOSLUBQJXPR-NFAWXSAZSA-N	C=C(C1(CC2(C(CCCC(=CC1)2)C)C))C	
<i>cis</i>-muurola-3,5-diene	CPD-10707	InChIKey=JOCWPECWTZZSSX-MCIONIFRSA-N	CC(C)C2(C1(=CC(C)=CC[CH]1C(C)CC2))	
<i>cis</i>-muurola-4(14),5-diene	CPD-10708	InChIKey=RNDFUOKDULDZPR-MCIONIFRSA-N	CC(C)C2(C1(=CC(=C)CC[CH]1C(C)CC2))	
8-epi-cedrol	CPD-10756	InChIKey=SVURIXNDRWRAFU-SUWDNJBVSA-N	CC1(CCC3(C21(CCC(O)(C)C(C2)C(C)(C)3)))	
cedrol	CPD-10757	InChIKey=SVURIXNDRWRAFU-GWFSLKOKSA-N	CC1(CCC3(C21(CCC(O)(C)C(C2)C(C)(C)3)))	
(Z) &gamma;-bisabolene	CPD-10758	InChIKey=XBGUIVFBMBVUEG-CCEZHUSRSA-N	CC(C)=CCCC(C)=C1(CC=C(C)CC1)	
(-)-&alpha;-bisabolol	CPD-10759	InChIKey=RGZSQWQPBWRIAQ-CABCVRRESA-N	CC(C)=CCCC(C)(O)[CH]1(CCC(C)=CC1)	
(+)-<i>endo</i>-&beta;-bergamotene	CPD-11287	InChIKey=DGZBGCMPRYFWFF-KKUMJFAQSA-N	CC(C)=CCCC1(C)(C2(CC1C(=C)CC2))	
(2Z,6Z)-farnesyl diphosphate	CPD-11293	InChIKey=VWFJDQUYCIWHTN-FBXUGWQNSA-K	CC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
(+)-&alpha;-santalene	CPD-11377	InChIKey=KWFJIXPIFLVMPM-UHFFFAOYSA-N	CC(C)=CCCC1(C)(C2(C[CH]3(C(C)1[CH](C2)3)))	
(-)-&beta;-curcumene	CPD-11392	InChIKey=JXZQZARENYGJMK-CQSZACIVSA-N	CC(C)=CCCC(C)C1(=CCC(C)=CC1)	
&gamma;-curcumene	CPD-11393	InChIKey=NGIVKZGKEPRIGG-CQSZACIVSA-N	CC(C)=CCCC(C)C1(CCC(C)=CC=1)	
(-)-patchoulol	CPD-11399	InChIKey=GGHMUJBZYLPWFD-DUNKBJDJSA-N	CC1(CCC3(O)(C(C)(C)C2(CCC(C)(C1C2)3)))	
&alpha;-patchoulene	CPD-11413	InChIKey=KVQOADNSNSUAJT-UHFFFAOYSA-N	CC2(CCC13(C(C)(C(CC12)CC=C(C)3)C))	
&beta;-patchoulene	CPD-11414	InChIKey=CSKINCSXMLCMAR-UHFFFAOYSA-N	C[CH]1(CCC3(=C1C[CH]2(C(C(C)(CC2)3)(C)C)))	
&gamma;-patchoulene	CPD-11415	InChIKey=SLTLKLCDQWGISZ-UHFFFAOYSA-N	C[CH]2(CCC13(C(C)(C)[CH](C[CH]12)CCC(=C)3))	
zerumbone	CPD-11421	InChIKey=GIHNTRQPEMKFKO-SKTNYSRSSA-N	CC1(CC[CH]=C(C)C(=O)[CH]=[CH]C(C)(C)C[CH]=1)	
10-hydroxy-&alpha;-humulene	CPD-11422	InChIKey=NLCQRJBYGGWZRQ-SKTNYSRSSA-N	CC1(CCC=C(C)C(O)C=CC(C)(C)CC=1)	
&alpha;-eudesmol	CPD-11430	InChIKey=FCSRUSQUAVXUKK-ILWWEHDPSA-N	CC2(=CCCC1(CCC(C(O)(C)C)CC12)C)	
&beta;-eudesmol	CPD-11432	InChIKey=BOPIMTNSYWYZOC-ILWWEHDPSA-N	C=C1(CCCC2(C)(C1CC(C(O)(C)C)CC2))	
10-<i>epi</i>-&gamma;-eudesmol	CPD-11433	InChIKey=WMOPMQRJLLIEJV-KEKZHRQWSA-N	CC1(CCCC2(C)(C=1CC(C(O)(C)C)CC2))	
botrydial	CPD-11442	InChIKey=SJFIYVCSGNWVPJ-CHLZOFCBSA-N	CC2(CC(OC(C)=O)[CH]1(C(O)(C(C=O)(C)CC(C)(C)1)[CH](C=O)2))	
&beta;-selinene	CPD-11504	InChIKey=YOVSPTNQHMDJAG-QLFBSQMISA-N	C=C(C)[CH]1(C[CH]2(C(CCCC(CC1)(C)2)=C))	
(2<i>Z</i>,6<i>Z</i>,10<i>E</i>)-tetraprenyl diphosphate	CPD-11977	InChIKey=OINNEUNVOZHBOX-MVRGCTHJSA-K	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
&omega;, mono-<i>trans</i>, poly-<i>cis</i>-hexaprenyl diphosphate	CPD-11979	InChIKey=NGFSMHKFTZROKJ-VOENUQGUSA-K	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
&omega;, mono-<i>trans</i>, poly-<i>cis</i>-heptaprenyl diphosphate	CPD-11981	InChIKey=LSJLEXWXRKTZAJ-ZFRXZGPUSA-K	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
&omega;, mono-<i>trans</i>, poly-<i>cis</i>-octaprenyl diphosphate	CPD-11982	InChIKey=IKKLDISSULFFQO-RBOJCQFOSA-K	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
&omega;, mono-<i>trans</i>, poly-<i>cis</i>-nonaprenyl diphosphate	CPD-11983	InChIKey=IVLBHBFTRNVIAP-ZBQRTYRCSA-K	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
&omega;, mono-<i>trans</i>,octa-<i>cis</i>-decaprenyl diphosphate	CPD-11984	InChIKey=FSCYHDCTHRVSKN-DJNGBRKISA-K	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
(2<i>E</i>,6<i>Z</i>)-farnesyl diphosphate	CPD-11990	InChIKey=VWFJDQUYCIWHTN-GNESMGCMSA-K	CC(C)=CCCC(C)=CCCC(=CCOP(OP([O-])(=O)[O-])(=O)[O-])C	
<i>trans,octacis</i>-decaprenyl phosphate	CPD-11994	InChIKey=XBEJBEIXLWRYBT-DJNGBRKISA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)[O-]	
&alpha;-phellandrene	CPD-12226	InChIKey=OGLDWXZKYODSOB-UHFFFAOYSA-N	CC(C)C1(CC=C(C)C=C1)	
&omega;, mono-<i>trans</i>, poly-<i>cis</i>-undecaprenyl diphosphate	CPD-12459	InChIKey=NTXGVHCCXVHYCL-GTVVQKTFSA-K	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
&omega;, mono-<i>trans</i>,deca-<i>cis</i>-dodecaprenyl diphosphate	CPD-12460	InChIKey=WURMRKUXTPWSRM-IKHYFIKWSA-K	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])(=O)[O-]	
(+)-epicubenol	CPD-12879	InChIKey=COGPRPSWSKLKTF-GBJTYRQASA-N	CC(C)C1(CCC(C)C2(O)([CH]1C=C(C)CC2))	
(+)-cubenene	CPD-12880	InChIKey=JUQGWBAOQUBVFP-GZBFAFLISA-N	CC(C)C1(CCC(C)C2([CH]1C=C(C)CC=2))	
(-)-&gamma;-cadinene	CPD-12881	InChIKey=WRHGORWNJGOVQY-RBSFLKMASA-N	CC(C)C2([CH]1([CH](CCC(C)=C1)C(=C)CC2))	
solavetivol	CPD-12884	InChIKey=QRPWLSKPROEDAH-QKGHYUKFSA-N	C=C(C2(CC1(C(CC(C=C1C)O)C)CC2))C	
&delta;-guaiene	CPD-12888	InChIKey=YHAJBLWYOIUHHM-IKCIUXDWSA-N	C=C(C1(CCC(=C2(CCC(C(C1)2)C))C))C	
(-)-&alpha;-gurjunene	CPD-12891	InChIKey=SPCXZDDGSGTVAW-XIDUGBJDSA-N	CC3(CC[CH]1(C(C)(C)[CH]1C2([CH](CCC(C)=2)3)))	
(+)-&gamma;-gurjunene	CPD-12892	InChIKey=DUYRYUZIBGFLDD-ZXCYLUJYSA-N	C=C(C)[CH]2(CCC(C)[CH]1(C(C(C)CC1)=C2))	
&alpha;-acoradiene	CPD-13268	InChIKey=DVBSKQAFCDJNSL-QLFBSQMISA-N	C=C(C)[CH]2(CCC(C)C1(CCC(C)=CC1)2)	
4-<i>epi</i>-&alpha;-acoradiene	CPD-13269	InChIKey=DVBSKQAFCDJNSL-RBSFLKMASA-N	C=C(C)[CH]2(CCC(C)C1(CCC(C)=CC1)2)	
(+)-<i>epi</i>-&alpha;-bisabolol	CPD-13270	InChIKey=RGZSQWQPBWRIAQ-GJZGRUSLSA-N	CC(C)=CCCC(C)(O)[CH]1(CCC(C)=CC1)	
(-)-4-epieremophilene	CPD-13271	InChIKey=QEBNYNLSCGVZOH-UMVBOHGHSA-N	C=C(C1(CC2(C(CCC=C(CC1)2)C)C))C	
(-)-<i>exo</i>-&alpha;-bergamotene	CPD-13396	InChIKey=YMBFCQPIMVLNIU-SOUVJXGZSA-N	CC(C)=CCCC1(C)(C2(CC1C(C)=CC2))	
(+)-<i>exo</i>-&beta;-bergamotene	CPD-13402	InChIKey=DGZBGCMPRYFWFF-SOUVJXGZSA-N	CC(C)=CCCC1(C)(C2(CC1C(=C)CC2))	
